state,district,year,season,previous_season,soil_type,temperature,humidity,rainfall,previous_crop,recommended_crop,source
Haryana,Karnal,2015,Rabi,Kharif,Alluvial,15.5,59.7,47.8,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Rabi,Kharif,Alluvial,14.2,57.4,49.9,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Rabi,Kharif,Alluvial,15.9,55.7,48.3,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Kharif,Rabi,Alluvial,31.3,71.8,401.1,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Kharif,Rabi,Alluvial,32.0,76.0,529.2,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Kharif,Rabi,Alluvial,30.0,75.5,656.9,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Kharif,Rabi,Alluvial,29.1,73.7,709.1,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Kharif,Rabi,Alluvial,31.2,77.4,602.9,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Kharif,Rabi,Alluvial,30.7,73.5,520.6,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Summer,Rabi,Alluvial,35.9,36.7,29.6,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Summer,Rabi,Alluvial,35.1,43.5,27.7,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Summer,Rabi,Alluvial,36.3,39.8,27.9,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2015,Summer,Rabi,Alluvial,33.6,37.9,32.2,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Rabi,Kharif,Alluvial,17.3,58.3,42.7,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Rabi,Kharif,Alluvial,16.1,59.7,45.9,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Rabi,Kharif,Alluvial,14.4,55.7,44.6,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Rabi,Kharif,Alluvial,17.4,53.8,46.3,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Rabi,Kharif,Alluvial,13.4,59.9,38.8,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Rabi,Kharif,Alluvial,15.3,56.0,34.0,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Kharif,Rabi,Alluvial,30.8,81.5,527.1,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Kharif,Rabi,Alluvial,32.3,74.0,485.4,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Kharif,Rabi,Alluvial,30.1,74.1,430.3,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Kharif,Rabi,Alluvial,31.4,72.7,410.3,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Kharif,Rabi,Alluvial,31.4,74.8,419.9,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Kharif,Rabi,Alluvial,30.3,72.7,526.5,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Summer,Rabi,Alluvial,36.0,36.1,20.9,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Summer,Rabi,Alluvial,34.2,37.0,23.9,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Summer,Rabi,Alluvial,34.5,43.5,25.7,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2016,Summer,Rabi,Alluvial,35.5,38.2,18.6,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Rabi,Kharif,Alluvial,17.9,51.4,40.3,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Rabi,Kharif,Alluvial,17.7,57.0,46.3,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Rabi,Kharif,Alluvial,17.1,59.4,36.3,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Rabi,Kharif,Alluvial,16.4,56.7,39.3,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Rabi,Kharif,Alluvial,16.5,56.7,26.7,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Rabi,Kharif,Alluvial,16.1,54.9,31.3,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Kharif,Rabi,Alluvial,30.7,77.7,392.4,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Kharif,Rabi,Alluvial,30.5,77.3,416.8,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Kharif,Rabi,Alluvial,30.3,77.6,461.7,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Kharif,Rabi,Alluvial,31.4,74.3,500.8,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Kharif,Rabi,Alluvial,31.9,74.6,365.1,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Kharif,Rabi,Alluvial,31.6,73.9,531.4,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Summer,Rabi,Alluvial,34.8,37.2,18.3,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Summer,Rabi,Alluvial,36.7,41.1,21.8,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Summer,Rabi,Alluvial,35.6,36.0,21.0,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2017,Summer,Rabi,Alluvial,36.6,36.7,25.2,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Rabi,Kharif,Alluvial,15.6,61.3,56.3,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Rabi,Kharif,Alluvial,14.2,57.7,43.3,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Rabi,Kharif,Alluvial,15.2,59.2,51.3,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Rabi,Kharif,Alluvial,14.0,51.9,54.8,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Rabi,Kharif,Alluvial,15.7,58.3,36.9,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Rabi,Kharif,Alluvial,16.0,62.1,47.2,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Kharif,Rabi,Alluvial,31.1,69.2,610.2,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Kharif,Rabi,Alluvial,31.0,73.0,601.9,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Kharif,Rabi,Alluvial,30.2,76.8,649.2,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Kharif,Rabi,Alluvial,31.1,73.6,501.9,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Kharif,Rabi,Alluvial,31.3,73.6,743.9,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Kharif,Rabi,Alluvial,29.7,74.6,571.4,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Summer,Rabi,Alluvial,35.6,36.6,32.5,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Summer,Rabi,Alluvial,36.2,39.8,24.7,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Summer,Rabi,Alluvial,35.0,39.2,22.9,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2018,Summer,Rabi,Alluvial,36.2,37.7,31.8,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Rabi,Kharif,Alluvial,17.0,59.6,37.4,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Rabi,Kharif,Alluvial,16.8,56.4,32.1,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Rabi,Kharif,Alluvial,16.4,61.5,41.3,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Rabi,Kharif,Alluvial,16.3,57.1,55.8,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Rabi,Kharif,Alluvial,17.2,53.2,38.3,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Rabi,Kharif,Alluvial,16.2,55.8,42.1,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Kharif,Rabi,Alluvial,31.1,73.3,533.8,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Kharif,Rabi,Alluvial,30.2,68.0,619.0,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Kharif,Rabi,Alluvial,32.3,76.2,545.6,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Kharif,Rabi,Alluvial,31.4,84.8,536.9,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Kharif,Rabi,Alluvial,33.9,81.7,557.9,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Kharif,Rabi,Alluvial,31.4,75.1,490.4,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Summer,Rabi,Alluvial,36.6,39.7,21.3,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Summer,Rabi,Alluvial,39.0,36.0,15.6,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Summer,Rabi,Alluvial,36.0,35.1,25.9,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2019,Summer,Rabi,Alluvial,36.2,39.1,30.0,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Rabi,Kharif,Alluvial,16.0,56.0,27.8,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Rabi,Kharif,Alluvial,15.9,56.3,35.0,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Rabi,Kharif,Alluvial,15.4,58.0,44.5,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Rabi,Kharif,Alluvial,14.0,64.8,30.5,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Rabi,Kharif,Alluvial,14.9,55.4,39.0,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Rabi,Kharif,Alluvial,15.3,58.5,40.2,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Kharif,Rabi,Alluvial,31.4,75.5,584.2,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Kharif,Rabi,Alluvial,28.7,67.9,492.7,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Kharif,Rabi,Alluvial,30.6,73.3,482.8,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Kharif,Rabi,Alluvial,31.2,77.2,459.6,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Kharif,Rabi,Alluvial,30.5,77.5,394.3,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Kharif,Rabi,Alluvial,29.6,78.0,358.1,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Summer,Rabi,Alluvial,33.6,35.0,27.5,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Summer,Rabi,Alluvial,33.6,40.0,22.9,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Summer,Rabi,Alluvial,36.8,38.3,28.0,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2020,Summer,Rabi,Alluvial,35.3,36.9,24.1,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Rabi,Kharif,Alluvial,16.1,65.5,44.8,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Rabi,Kharif,Alluvial,15.9,59.6,26.8,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Rabi,Kharif,Alluvial,15.7,59.3,35.8,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Rabi,Kharif,Alluvial,13.4,59.3,54.9,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Rabi,Kharif,Alluvial,14.9,57.0,59.3,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Rabi,Kharif,Alluvial,16.1,54.4,39.3,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Kharif,Rabi,Alluvial,32.1,72.8,506.5,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Kharif,Rabi,Alluvial,30.8,74.1,587.2,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Kharif,Rabi,Alluvial,30.5,74.5,650.4,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Kharif,Rabi,Alluvial,29.1,75.4,502.6,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Kharif,Rabi,Alluvial,31.7,74.4,709.3,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Kharif,Rabi,Alluvial,29.9,75.4,640.4,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Summer,Rabi,Alluvial,33.7,41.8,27.6,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Summer,Rabi,Alluvial,35.2,39.4,27.2,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Summer,Rabi,Alluvial,33.8,38.2,19.2,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2021,Summer,Rabi,Alluvial,33.3,37.6,33.9,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Rabi,Kharif,Alluvial,14.5,58.9,45.3,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Rabi,Kharif,Alluvial,16.0,60.9,57.1,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Rabi,Kharif,Alluvial,17.4,53.8,44.0,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Rabi,Kharif,Alluvial,17.6,62.6,51.9,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Rabi,Kharif,Alluvial,16.1,61.5,56.2,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Rabi,Kharif,Alluvial,16.7,55.2,61.0,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Kharif,Rabi,Alluvial,30.9,70.5,573.9,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Kharif,Rabi,Alluvial,30.6,79.8,582.2,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Kharif,Rabi,Alluvial,31.4,68.1,741.5,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Kharif,Rabi,Alluvial,30.4,76.3,688.2,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Kharif,Rabi,Alluvial,31.6,76.1,836.8,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Kharif,Rabi,Alluvial,31.3,82.3,712.3,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Summer,Rabi,Alluvial,35.9,40.2,33.5,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Summer,Rabi,Alluvial,36.1,38.9,33.7,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Summer,Rabi,Alluvial,38.0,43.7,34.1,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2022,Summer,Rabi,Alluvial,37.0,41.0,37.8,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Rabi,Kharif,Alluvial,16.5,55.8,46.4,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Rabi,Kharif,Alluvial,14.7,59.7,49.9,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Rabi,Kharif,Alluvial,16.6,55.7,53.7,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Rabi,Kharif,Alluvial,16.4,64.7,52.5,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Rabi,Kharif,Alluvial,15.3,53.9,48.4,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Rabi,Kharif,Alluvial,14.9,55.8,40.1,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Kharif,Rabi,Alluvial,30.4,79.7,500.9,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Kharif,Rabi,Alluvial,30.5,70.4,436.0,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Kharif,Rabi,Alluvial,30.7,75.7,484.9,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Kharif,Rabi,Alluvial,29.6,68.9,598.8,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Kharif,Rabi,Alluvial,31.7,70.4,529.0,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Kharif,Rabi,Alluvial,31.9,74.3,577.1,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Summer,Rabi,Alluvial,35.8,36.9,25.9,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Summer,Rabi,Alluvial,35.7,34.5,22.2,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Summer,Rabi,Alluvial,34.6,39.8,34.4,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2023,Summer,Rabi,Alluvial,34.9,40.1,35.4,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Rabi,Kharif,Alluvial,17.7,55.9,42.6,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Rabi,Kharif,Alluvial,17.5,55.2,45.2,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Rabi,Kharif,Alluvial,15.3,62.1,36.3,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Rabi,Kharif,Alluvial,15.8,54.9,34.5,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Rabi,Kharif,Alluvial,14.0,57.5,47.4,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Rabi,Kharif,Alluvial,15.9,58.7,41.3,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Kharif,Rabi,Alluvial,31.7,77.4,562.9,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Kharif,Rabi,Alluvial,31.1,73.5,713.7,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Kharif,Rabi,Alluvial,31.6,74.7,538.2,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Kharif,Rabi,Alluvial,30.5,74.0,572.9,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Kharif,Rabi,Alluvial,29.4,74.2,541.6,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Kharif,Rabi,Alluvial,30.9,75.6,555.1,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Summer,Rabi,Alluvial,35.8,37.7,31.7,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Summer,Rabi,Alluvial,36.1,43.6,30.5,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Summer,Rabi,Alluvial,34.5,37.6,25.5,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Karnal,2024,Summer,Rabi,Alluvial,35.4,40.7,26.3,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Rabi,Kharif,Alluvial,15.0,55.4,43.3,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Rabi,Kharif,Alluvial,14.0,56.6,46.3,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Rabi,Kharif,Alluvial,14.0,52.7,32.2,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Rabi,Kharif,Alluvial,13.1,63.7,41.7,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Rabi,Kharif,Alluvial,15.1,54.1,54.5,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Rabi,Kharif,Alluvial,16.5,57.6,48.5,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Kharif,Rabi,Alluvial,31.2,73.4,465.9,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Kharif,Rabi,Alluvial,30.3,71.7,597.9,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Kharif,Rabi,Alluvial,30.4,79.4,448.8,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Kharif,Rabi,Alluvial,30.3,73.5,443.4,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Kharif,Rabi,Alluvial,30.3,76.8,604.9,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Kharif,Rabi,Alluvial,31.1,71.1,466.4,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Summer,Rabi,Alluvial,34.7,42.3,29.4,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Summer,Rabi,Alluvial,36.7,36.2,20.7,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Summer,Rabi,Alluvial,36.0,36.8,26.7,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2012,Summer,Rabi,Alluvial,35.8,37.0,29.5,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Rabi,Kharif,Alluvial,16.2,63.1,37.0,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Rabi,Kharif,Alluvial,16.8,61.6,49.0,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Rabi,Kharif,Alluvial,15.9,64.2,40.7,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Rabi,Kharif,Alluvial,14.0,58.1,31.3,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Rabi,Kharif,Alluvial,17.1,58.5,29.1,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Rabi,Kharif,Alluvial,16.4,62.0,34.1,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Kharif,Rabi,Alluvial,30.2,75.7,330.4,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Kharif,Rabi,Alluvial,31.2,80.5,409.3,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Kharif,Rabi,Alluvial,32.2,78.2,448.4,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Kharif,Rabi,Alluvial,31.1,80.2,463.3,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Kharif,Rabi,Alluvial,30.9,73.3,445.5,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Kharif,Rabi,Alluvial,31.2,74.4,419.4,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Summer,Rabi,Alluvial,36.4,39.2,21.0,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Summer,Rabi,Alluvial,37.0,43.3,26.1,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Summer,Rabi,Alluvial,33.7,39.0,24.7,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2013,Summer,Rabi,Alluvial,33.3,41.0,23.4,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Rabi,Kharif,Alluvial,15.8,59.6,51.3,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Rabi,Kharif,Alluvial,15.8,57.6,41.1,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Rabi,Kharif,Alluvial,13.3,56.1,55.8,rice,potato,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Rabi,Kharif,Alluvial,14.3,61.2,60.3,rice,chickpea,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Rabi,Kharif,Alluvial,15.8,57.5,57.6,maize,wheat,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Rabi,Kharif,Alluvial,16.5,57.3,50.6,sugarcane,wheat,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Kharif,Rabi,Alluvial,29.6,75.9,430.6,wheat,rice,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Kharif,Rabi,Alluvial,30.1,72.2,615.8,mustard,rice,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Kharif,Rabi,Alluvial,29.6,68.8,562.9,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Kharif,Rabi,Alluvial,29.9,78.5,564.1,chickpea,rice,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Kharif,Rabi,Alluvial,29.6,71.1,731.0,wheat,maize,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Kharif,Rabi,Alluvial,30.1,75.9,479.6,wheat,sugarcane,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Summer,Rabi,Alluvial,32.9,35.7,38.8,wheat,moong,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Summer,Rabi,Alluvial,33.6,36.4,31.3,potato,maize,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Summer,Rabi,Alluvial,34.1,39.2,27.3,mustard,groundnut,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2014,Summer,Rabi,Alluvial,33.6,44.8,26.8,wheat,urad,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2015,Rabi,Kharif,Alluvial,13.4,57.7,38.5,rice,wheat,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2015,Rabi,Kharif,Alluvial,14.5,55.6,57.2,rice,mustard,DES_ICAR_IMD_MultiSource
Haryana,Kurukshetra,2015,Rabi,Kharif,Alluvial,13.4,60.0,50.3,rice,potato,DES_ICAR_IMD_MultiSource
